topic_id,unit_id,subject_id,topic_name,description,objectives,NCERT_alignment,NGSS_alignment,SCERT_alignment
OS_PH_HS_06_03,OS_PH_HS_06,OS_PH_HS,Rotational motion,"Rotational Motion explains the principles of how objects move when they rotate around a fixed axis. It begins by drawing a comparison between linear motion and rotational motion. In rotational motion, key quantities include angular displacement, which measures how much an object has rotated; angular velocity, which measures the rate at which the rotation angle changes over time; and angular acceleration, which measures the rate at which angular velocity changes.

These angular quantities are related to their counterparts in linear motion. For example, the linear distance covered by a point on a rotating object is equal to the product of the radius and the angular displacement. Similarly, the linear speed of a point on the rotating object is the product of the radius and the angular velocity, and the linear acceleration is the product of the radius and the angular acceleration.
 
In this topic we get to see analogy between equations for rotational motion to that of the equations of motion for objects moving in a straight line. These equations help in solving problems where rotational motion involves constant angular acceleration. It emphasizes the use of radians to measure angles in rotational motion, which is essential for calculations.
 
The section provides examples of how rotational motion concepts are applied in everyday situations, such as the movement of gears, wheels, and other mechanical systems. This helps connect the theoretical concepts to practical applications in engineering and natural phenomena.","[
 {
 ""objective"": ""Describe rotational kinematic variables and equations and relate them to their linear counterparts"",
 ""dimensions"": {
 ""cognitive"": [""cg_02"", ""cg_04""],
 ""knowledge"": [""kw_01"", ""kw_02""]
 }
 },
 {
 ""objective"": ""Describe torque and lever arm."",
 ""dimensions"": {
 ""cognitive"": [""cg_02"", ""cg_04""],
 ""knowledge"": [""kw_01"", ""kw_02""]
 }
 },
 {
 ""objective"": ""Solve problems involving torque and rotational kinematics"",
 ""dimensions"": {
 ""cognitive"": [""cg_02"", ""cg_03"", ""cg_04""],
 ""knowledge"": [""kw_01"", ""kw_03""]
 }
 }
 ]","[
 ""NCERT_PH_11_06_10"",
 ""NCERT_PH_11_06_11"" 
 ]",,
OS_PH_HS_07_01,OS_PH_HS_07,OS_PH_HS,Kepler's law of planetary motion,"Based on the motion of the planets about the sun, Kepler devised a set of three classical laws, called Kepler's laws of planetary motion, given as
First Law (Law of Ellipses):
Each planet orbits the Sun in an elliptical path, with the Sun occupying one of the two foci of the ellipse. This explains that planetary orbits are not circular but stretched, varying the distance between the planet and the Sun.
 
Second Law (Law of Equal Areas):
A line connecting a planet to the Sun sweeps out equal areas in equal time intervals. This means that a planet moves faster in its orbit when it is closer to the Sun and slower when it is farther away, demonstrating the conservation of angular momentum.
 
Third Law (Law of Harmonies):
The square of a planet's orbital period is proportional to the cube of the semi-major axis of its orbit. This law relates a planet's distance from the Sun to the time it takes to complete one orbit, with the same proportionality constant applying to all planets in the solar system.","[
 {
 ""objective"": ""Explain Kepler's three laws of planetary motion."",
 ""dimensions"":{
 ""cognitive"": [""cg_02"", ""cg_04""],
 ""knowledge"": [""kw_01"", ""kw_02""]
 }
 },
 
 {
 ""objective"": ""Apply Kepler's laws to calculate characteristics of orbits."",
 ""dimensions"": {
 ""cognitive"": [""cg_02"", ""cg_03"", ""cg_04""],
 ""knowledge"": [""kw_01"", ""kw_03""]
 }
 }
 ]","[
 ""NCERT_PH_11_07_01"" 
 ]",,
OS_PH_HS_07_02,OS_PH_HS_07,OS_PH_HS,Newton's law of universal gravitation,"Newton's Law of Universal Gravitation and Einstein's Theory of General Relativity, highlighting their roles in understanding the universe:
Newton's Law of Universal Gravitation:
Newton's law states that every mass in the universe attracts every other mass with a force directly proportional to the product of their masses and inversely proportional to the square of the distance between them. This force acts along the line joining the centers of the two masses. Newton's formulation introduced the idea of a gravitational constant and allowed precise calculations of planetary orbits and interactions within the solar system.
Key Differences and Applications:
Newton's law is accurate for most everyday and classical physics scenarios, such as predicting planetary orbits and satellite motion. However, general relativity is necessary for extreme conditions involving large masses, high velocities, or strong gravitational fields, such as black holes, gravitational waves, and cosmology.
While Newton's law provides an excellent approximation for most scenarios, general relativity offers a more complete and profound understanding of gravity, especially in extreme cosmic contexts. Both theories remain crucial in physics and engineering, serving as foundational pillars of gravitational science.","[
 {
 ""objective"": ""Explain Newton's law of universal gravitation and compare it to Einstein's theory of general relativity."",
 ""dimensions"": {
 ""cognitive"": [""cg_02"", ""cg_04""],
 ""knowledge"": [""kw_01"", ""kw_02""]
 }
 },
 {
 ""objective"": ""Perform calculations using Newton's law of universal gravitation."",
 ""dimensions"": {
 ""cognitive"": [""cg_03"", ""cg_04""],
 ""knowledge"": [""kw_01"", ""kw_03""]
 }
 }
 ]","[
 
 ""NCERT_PH_11_07_03"",
 ""NCERT_SC_09_09_01""
 ]",,
OS_PH_HS_07_03,OS_PH_HS_07,OS_PH_HS,Einstein's theory of relativity,"Einstein's Theory of General Relativity:
 Einstein expanded the understanding of gravity by describing it as the curvature of spacetime caused by mass and energy. Massive objects, like planets and stars, create distortions in spacetime, and these distortions determine the motion of other objects. General relativity replaced the concept of a gravitational ""force"" with a geometric framework and successfully explained phenomena like the precession of Mercury's orbit and the bending of light by gravity.","[
 {
 ""objective"": ""Explain Newton's law of universal gravitation and compare it to Einstein's theory of general relativity."",
 ""dimensions"": {
 ""cognitive"": [""cg_02"", ""cg_04""],
 ""knowledge"": [""kw_01"", ""kw_02""]
 }
 },
 {
 ""objective"": ""Perform calculations using Newton's law of universal gravitation."",
 ""dimensions"": {
 ""cognitive"": [""cg_03"", ""cg_04""],
 ""knowledge"": [""kw_01"", ""kw_03""]
 }
 }
 ]","[
 ""NCERT_PH_11_07_03""
 ]",,
OS_PH_HS_08_01,OS_PH_HS_08,OS_PH_HS,"Linear momentum, Force and impulse","The concept of linear momentum is essential for understanding how objects move and interact under forces. Linear momentum is defined as the product of an object's mass and velocity and is a vector quantity, meaning it has both magnitude and direction. Newton's second law can be expressed in terms of momentum, linking the rate of change of momentum to the net external force acting on an object. This formulation highlights that forces cause changes in an object's momentum over time.
 
Impulse, another important concept, is the change in momentum of an object resulting from a force applied over a specific time interval. It is equal to the product of the force and the duration of its application. Impulse is especially useful for analyzing situations where forces act briefly but significantly, such as collisions or impacts. The impulse-momentum theorem directly connects impulse with the change in momentum, making it a valuable tool for solving real-world problems involving motion and force.
 
Understanding these principles provides a foundation for analyzing various phenomena in physics, such as collisions, the motion of vehicles, and the mechanics of sports. They also serve as a bridge to concepts of energy and conservation laws.","[
 {
 ""objective"": ""Describe momentum, what can change momentum, impulse, and the impulse-momentum theorem."",
 ""dimensions"": {
 ""cognitive"": [""cg_02"", ""cg_04""],
 ""knowledge"": [""kw_01"", ""kw_02""]
 }
 },
 {
 ""objective"": ""Describe Newton's second law in terms of momentum"",
 ""dimensions"": {
 ""cognitive"": [""cg_02"", ""cg_04""],
 ""knowledge"": [""kw_01"", ""kw_02""]
 }
 },
 {
 ""objective"": ""Solve problems using the impulse-momentum theorem."",
 ""dimensions"": {
 ""cognitive"": [""cg_02"", ""cg_03"", ""cg_04""],
 ""knowledge"": [""kw_01"", ""kw_03""]
 }
 }
 ]","[
 ""NCERT_PH_11_04_07""
 ]",,
OS_PH_HS_08_02,OS_PH_HS_08,OS_PH_HS,Conservation of momentum,"The conservation of momentum is a fundamental principle in physics that states the total momentum of a system remains constant if no external forces act on it. This law applies universally, from simple systems like colliding objects to complex interactions in particle physics. Momentum conservation is rooted in Newton's laws and is a direct consequence of the symmetry of space.
 
When two or more objects interact, such as during a collision or separation, the total momentum before the interaction equals the total momentum afterward, provided there are no external forces. This principle allows us to predict the outcomes of interactions, such as velocities after a collision, even in complex scenarios.

Momentum conservation can be applied to both elastic and inelastic collisions. In elastic collisions, both momentum and kinetic energy are conserved, while in inelastic collisions, only momentum is conserved, with some kinetic energy transformed into other forms like heat or deformation energy.","[
 {
 ""objective"": ""Describe the law of conservation of momentum verbally and mathematically."",
 ""dimensions"": {
 ""cognitive"": [""cg_02"", ""cg_03"", ""cg_04""],
 ""knowledge"": [""kw_01"", ""kw_02"", ""kw_03""]
 }
 }
 ]","[
 ""NCERT_PH_11_04_07"",
 ""NCERT_SC_08_04_01""
 ]",,
OS_PH_HS_08_03,OS_PH_HS_08,OS_PH_HS,Elastic and Inelastic collisions,"Collisions can be broadly categorized as elastic or inelastic, depending on the conservation of kinetic energy during the interaction. In both types of collisions, momentum is always conserved, but the behavior of kinetic energy distinguishes them.
 
In an elastic collision, both momentum and kinetic energy are conserved. This type of collision is idealized and often occurs in systems like billiard balls, gas molecules, or objects in space, where there is minimal energy loss due to factors like heat or deformation. Elastic collisions can be analyzed using equations for the conservation of momentum and kinetic energy to determine the velocities of objects after the collision.
 
In an inelastic collision, momentum is conserved, but kinetic energy is not. A portion of the initial kinetic energy is transformed into other forms of energy, such as heat, sound, or deformation. Perfectly inelastic collisions are a specific case where the colliding objects stick together after the impact, moving as a single unit.
 
Understanding the differences between elastic and inelastic collisions helps in analyzing real-world scenarios like car crashes, sports impacts, and material testing. These principles also provide foundational knowledge for studying energy transformations and interactions at both macroscopic and microscopic levels.","[
 {
 ""objective"": ""Distinguish between elastic and inelastic collisions."",
 ""dimensions"": {
 ""cognitive"": [""cg_02"", ""cg_04""],
 ""knowledge"": [""kw_01"", ""kw_03""]
 }
 }
 ]","[
 ""NCERT_PH_11_04_07""
 ]",,
OS_PH_HS_09_01,OS_PH_HS_09,OS_PH_HS,"Work, Power, and the WorkÐEnergy Theorem","Work and Energy
 
Work and energy are closely related concepts. Work is done when a force is applied to an object, causing it to move in the direction of the force. Energy, defined as the ability to do work, changes as work is performed on or by an object. This relationship allows energy to be transferred or transformed. Mechanical energy, the primary focus of this section, includes two forms: kinetic energy (energy of motion) and potential energy (stored energy). For instance, lifting an object increases its potential energy, while a moving object possesses kinetic energy.
 
Power and Energy Transfer
 
Power describes the rate at which work is done or energy is transferred. It quantifies how quickly energy is used or transformed in a process. Measured in watts (W), power is a critical factor in practical scenarios, such as calculating energy consumption in electrical devices or determining the efficiency of mechanical systems. The amount of power depends on the time over which the work is performed - a shorter time results in greater power for the same amount of work.
 
The Work-Energy Theorem
 
The work-energy theorem establishes a direct link between the work done on an object and its energy change. Specifically, the net work done equals the change in the object's kinetic energy. This principle provides a quantitative way to understand energy transformations, such as how applying force increases an object's speed or how gravity converts potential energy into kinetic energy as an object falls.
 
Historical Contributions
 
The scientific contributions of James Joule and James Watt underscore the importance of work, power, and energy. Joule's research demonstrated the relationship between work and energy, establishing the joule as the unit of measurement. Watt's advancements in steam engine technology highlighted the practical applications of power, enabling significant industrial progress. Together, their work laid the foundation for understanding energy's role in both physical and technological systems.","[
 {
 ""objective"": ""Describe and apply the work-energy theorem"",
 ""dimensions"": {
 ""cognitive"": [""cg_02"", ""cg_03""],
 ""knowledge"": [""kw_02"", ""kw_03""]
 }
 },
 {
 ""objective"": ""Describe and calculate work and power"",
 ""dimensions"": {
 ""cognitive"": [""cg_02"", ""cg_03""],
 ""knowledge"": [""kw_02"", ""kw_03""]
 }
 }
 ]","[
 ""NCERT_SC_09_10_01"",
 ""NCERT_SC_09_10_02"",
 ""NCERT_SC_09_10_03""
 ]",,
OS_PH_HS_09_02,OS_PH_HS_09,OS_PH_HS,Mechanical Energy and Conservation of Energy,"Mechanical Energy: Potential and Kinetic Energy
 
Mechanical energy can exist as either potential energy (PE) or kinetic energy (KE). Potential energy represents stored energy due to an object's position or configuration, such as a roller coaster car at the top of a hill. Kinetic energy is the energy of motion, which increases as an object moves. These two forms of energy are closely connected, as they can transform from one into the other during physical processes.
 
Energy Transformations
 
Energy transformation occurs when one form of energy changes into another. For example, lifting an object increases its potential energy, while letting it fall converts this stored energy into kinetic energy. The total amount of work done to raise an object equals the increase in its gravitational potential energy, assuming no energy is lost to friction. Similarly, as a roller coaster descends, its potential energy is converted to kinetic energy, and as it ascends, the kinetic energy transforms back into potential energy.
 
Conservation of Mechanical Energy
 
The law of conservation of energy states that in a closed system, the total mechanical energy remains constant, provided no energy is lost to friction or air resistance. This means the sum of potential energy and kinetic energy at one point equals the sum at another point. This principle applies to many systems, such as a roller coaster, where energy transitions between kinetic and potential forms while maintaining a constant total.
 
Real-World Considerations
 
 In real-life scenarios, factors such as friction and air resistance lead to energy losses, often as heat. These losses reduce the total mechanical energy available for transformations, introducing some inaccuracy to calculations. However, assuming a frictionless system simplifies analyses and is often valid for dense objects or controlled conditions.","[
 {
 ""objective"": ""Explain the law of conservation of energy in terms of kinetic and potential energy"",
 ""dimensions"": {
 ""cognitive"": [""cg_02"", ""cg_03""],
 ""knowledge"": [""kw_02"", ""kw_03""]
 }
 },
 {
 ""objective"": ""Perform calculations related to kinetic and potential energy and apply the law of conservation of energy"",
 ""dimensions"": {
 ""cognitive"": [""cg_03""],
 ""knowledge"": [""kw_02"", ""kw_03""]
 }
 }
 ]","[
 ""NCERT_SC_09_10_02""
 ]",,
OS_PH_HS_09_03,OS_PH_HS_09,OS_PH_HS,Simple Machines,"What Are Simple Machines?
 
Simple machines make work easier by changing the amount of force needed to move an object. However, they do not reduce the total amount of work required because energy is conserved. These machines allow a smaller force to be applied over a longer distance to achieve the same result.
 
Types of Simple Machines
 
 1. Levers: A bar that pivots on a fixed point called a fulcrum. By adjusting the lengths of the lever arms, a small force can lift a heavy load. Examples include pry bars, seesaws, and hammers.
 2. Wheel and Axle: A circular device where turning the larger wheel reduces the force needed to move a load attached to the smaller axle. Examples include cranks, gears, and rolling mechanisms.
 3. Inclined Planes: A sloped surface that reduces the effort needed to lift an object by increasing the distance over which the force is applied. Ramps are a common example.
 4. Wedges: Two inclined planes joined together, used to split or cut objects. Examples include knives and axe heads.
 5. Screws: An inclined plane wrapped around a cylinder. Screws are used in fasteners and lifting devices.
 6. Pulleys: A system of wheels and ropes that changes the direction of the applied force. Adding more pulleys reduces the effort needed to lift heavy objects. Examples include flagpoles and cranes.
 
Mechanical Advantage
 
Simple machines make tasks easier by multiplying the effort force. This is called mechanical advantage. In an ideal world, machines would operate perfectly, but in reality, friction reduces their efficiency.
Efficiency and Energy Loss
Efficiency measures how well a machine converts input work into useful output work. Real machines lose some energy to friction and heat, so they are never 100% efficient. Reducing friction with lubrication can improve performance.
 
Complex Machines
When multiple simple machines are combined, they form complex machines. Examples include bicycles, which use levers, wheels, pulleys, and screws, or wire cutters that combine levers and wedges.","[
 {
 ""objective"": ""Describe simple and complex machines"",
 ""dimensions"": {
 ""cognitive"": [""cg_02""],
 ""knowledge"": [""kw_02""]
 }
 },
 {
 ""objective"": ""Calculate mechanical advantage and efficiency of simple and complex machines"",
 ""dimensions"": {
 ""cognitive"": [""cg_03""],
 ""knowledge"": [""kw_02"", ""kw_03""]
 }
 }
 ]","[
 ""NCERT_SC_11_05_07""
 ]",,
OS_PH_HS_11_01,OS_PH_HS_11,OS_PH_HS,Temperature and thermal energy,"Temperature is a measure of the average kinetic energy of particles in a substance, determining how ""hot"" or ""cold"" an object feels. It is a scalar quantity and does not directly measure the total energy of the system. In contrast, thermal energy represents the total kinetic energy of all particles in an object, making it dependent on both the motion of particles and the number of particles present.
 
At the microscopic level, particles in any material are in constant motion. The faster they move, the higher their kinetic energy and, consequently, the temperature. When two objects with different temperatures come into contact, energy transfers from the hotter object to the cooler one. This process continues until both objects reach the same temperature, a state known as thermal equilibrium.
 
The distinction between temperature and thermal energy is critical, as they govern energy flow and system behavior in thermodynamic processes. Understanding these concepts lays the foundation for studying heat transfer, phase changes, and the laws of thermodynamics.","[
 {
 ""objective"": ""Explain that temperature is a measure of internal kinetic energy."",
 ""dimensions"": {
 ""cognitive"": [""cg_02"", ""cg_04""],
 ""knowledge"": [""kw_01"", ""kw_02""]
 }
 },
 {
 ""objective"": ""Interconvert temperatures between Celsius, Kelvin, and Fahrenheit scales."",
 ""dimensions"": {
 ""cognitive"": [""cg_02"", ""cg_03"", ""cg_04""],
 ""knowledge"": [""kw_01"", ""kw_03""]
 }
 }
 ]","[
 
 ""NCERT_PH_11_10_01"",
 ""NCERT_PH_11_10_02"",
 ""NCERT_PH_11_10_03""
 ]",,
OS_PH_HS_11_02,OS_PH_HS_11,OS_PH_HS,"Heat, specific heat and heat transfer","Heat is defined as the transfer of thermal energy from one object to another due to a temperature difference. It flows from hotter to cooler objects and continues until thermal equilibrium is reached. Unlike thermal energy, heat is not a property of an object but rather an energy transfer process.
Specific heat capacity (c) is the amount of heat required to change the temperature of one kilogram of a substance by one degree Celsius. The formula for heat transfer is Q = mc_T, where Q is the heat added or removed, m is the mass, and _T is the temperature change. Different substances have unique specific heat values, influencing how they respond to heating or cooling.
Heat transfer occurs through three primary mechanisms:
Conduction: Direct transfer of heat through collisions of particles within a material or between materials in contact.
Convection: Transfer of heat by the bulk movement of a fluid, driven by temperature-induced density differences.
Radiation: Transfer of energy through electromagnetic waves, requiring no medium (e.g., sunlight reaching Earth).","[
 {
 ""objective"": ""Explain heat, heat capacity, and specific heat."",
 ""dimensions"": {
 ""cognitive"": [""cg_02"", ""cg_04""],
 ""knowledge"": [""kw_01"", ""kw_02""]
 }
 },
 {
 ""objective"": ""Distinguish between conduction, convection, and radiation"",
 ""dimensions"": {
 ""cognitive"": [""cg_02"", ""cg_04""],
 ""knowledge"": [""kw_01"", ""kw_02""]
 }
 },
 {
 ""objective"": ""Solve problems involving specific heat and heat transfer."",
 ""dimensions"": {
 ""cognitive"": [""cg_02"", ""cg_03"", ""cg_04""],
 ""knowledge"": [""kw_01"", ""kw_03""]
 }
 }
 ]","[
 ""NCERT_PH_11_10_09"",
 ""NCERT_PH_11_10_06"",
 ""NCERT_PH_11_10_07"",
 ""NCERT_PH_11_11_06""
 ]",,
OS_PH_HS_11_03,OS_PH_HS_11,OS_PH_HS,Phase change and latent heat,"Latent heat is the energy required to change the phase of a substance without altering its temperature.Phase changes, such as melting, freezing, and boiling, occur at constant temperatures and involve the transformation of a substance between solid, liquid, and gas states.
Latent heat is the energy required for a phase change without changing the temperature. The two main types are:
 1.Latent heat of fusion, for solid-liquid transitions.
 2.Latent heat of vaporization, for liquid-gas transitions.
The heat involved in phase changes is calculated using the formula: heat equals mass times latent heat. This energy is used to overcome intermolecular forces, which explains why temperature remains constant during these transformations.","[
 {
 ""objective"": ""Explain changes in heat during changes of state, and describe latent heats of fusion and vaporization."",
 ""dimensions"": {
 ""cognitive"": [""cg_02"", ""cg_04""],
 ""knowledge"": [""kw_01"", ""kw_02""]
 }
 },
 {
 ""objective"": ""Solve problems involving thermal energy changes when heating and cooling substances with phase changes."",
 ""dimensions"": {
 ""cognitive"": [""cg_02"", ""cg_03"", ""cg_04""],
 ""knowledge"": [""kw_01"", ""kw_03""]
 }
 }
 ]","[
 ""NCERT_PH_11_10_08""
 ]",,
OS_PH_HS_12_01,OS_PH_HS_12,OS_PH_HS,Zeroth law of thermodynamics: Themal equilibrium,"Thermal equilibrium occurs when two systems in thermal contact no longer exchange heat, meaning they are at the same temperature.
The Zeroth Law states: If two systems are each in thermal equilibrium with a third system, they are in thermal equilibrium with each other.This law establishes the foundation for the concept of temperature and its measurement.
The Zeroth Law allows the use of thermometers to measure temperature by achieving thermal equilibrium between the thermometer and the system being measured.This principle is fundamental to thermodynamics, as it defines temperature as a measurable quantity and lays the groundwork for understanding heat transfer and energy flow.","[
 {
 ""objective"": ""Explain the zeroth law of thermodynamics."",
 ""dimensions"": {
 ""cognitive"": [""cg_02"", ""cg_04""],
 ""knowledge"": [""kw_01"", ""kw_02""]
 }
 }
 ]","[
 ""NCERT_PH_11_11_02"",
 ""NCERT_PH_11_11_03""
 ]",,
OS_PH_HS_12_02,OS_PH_HS_12,OS_PH_HS,First law of thermodynamics: Thermal energy and work,"The First Law states that the change in a system's internal energy is equal to the heat added to the system minus the work done by the system. In other words, the energy entering or leaving a system is either used to change its internal energy or to perform work. This law essentially expresses the conservation of energy principle, asserting that energy can neither be created nor destroyed, only transferred or transformed.
 
Internal energy refers to the total energy contained within a system, including the energy associated with the motion of particles and their interactions. Heat is the energy transferred between objects due to a temperature difference, while work is the energy transfer resulting from forces, such as the expansion or compression of a gas.
 
The First Law is crucial for understanding how energy flows within a system. For example, in an isothermal process (where the temperature remains constant), the heat added to the system equals the work done by the system. In an adiabatic process (where no heat is exchanged), the change in internal energy is equal to the work done on or by the system.
 
Overall, the First Law of Thermodynamics provides a framework for analyzing energy transformations in various processes, such as in heat engines and refrigerators, helping to predict how energy moves and changes in different systems.","[
 {
 ""objective"": ""Describe how pressure, volume, and temperature relate to one another and to work, based on the ideal gas law."",
 ""dimensions"": 
 {
 ""cognitive"": [""cg_02"", ""cg_04""],
 ""knowledge"": [""kw_01"", ""kw_02""]
 }
 },
 {
 ""objective"": ""Describe pressure-volume work."",
 ""dimensions"": 
 {
 ""cognitive"": [""cg_02"", ""cg_04""],
 ""knowledge"": [""kw_01"", ""kw_02""]
 }
 },
 {
 ""objective"": ""Describe the first law of thermodynamics verbally and mathematically."",
 ""dimensions"": {
 ""cognitive"": [""cg_02"", ""cg_04""],
 ""knowledge"": [""kw_01"", ""kw_02""]
 }
 },
 {
 ""objective"": ""Solve problems involving the first law of thermodynamics."",
 ""dimensions"": {
 ""cognitive"": [""cg_02"", ""cg_03"", ""cg_04""],
 ""knowledge"": [""kw_01"", ""kw_03""]
 }
 }
 ]","[
 ""NCERT_PH_11_11_04"",
 ""NCERT_PH_11_11_05"",
 ""NCERT_PH_11_11_07"" 
 ]",,
OS_PH_HS_12_03,OS_PH_HS_12,OS_PH_HS,Second Law of thermodynamics: Entropy,"The Second Law of Thermodynamics states that in any energy transfer or transformation, the total entropy of an isolated system either increases or remains constant. Entropy is a measure of the system's disorder or randomness, reflecting the number of ways a system's particles can be arranged. A process that increases entropy is considered natural and spontaneous, while processes that decrease entropy are not naturally occurring without external input.
 
The Second Law highlights the inherent inefficiency of energy transformations. In practical systems, some energy is always lost as heat, making it unavailable to do useful work. This principle explains why perpetual motion machines are impossible and why energy systems tend to move towards states of equilibrium and maximum entropy.
 
One significant application of the Second Law is in understanding heat engines, where it governs the limitations on converting heat into work. It also applies to natural processes, such as the mixing of substances or the transfer of heat from hotter to cooler objects.
 
The concept of entropy provides a quantitative tool for analyzing these processes and their direction. By recognizing the inevitability of entropy increase, the Second Law helps explain the behavior of thermodynamic systems and the irreversibility of many natural phenomena.","[
 {
 ""objective"": ""Describe entropy."",
 ""dimensions"": {
 ""cognitive"": [""cg_02"", ""cg_04""],
 ""knowledge"": [""kw_01"", ""kw_02""]
 }
 },
 {
 ""objective"": ""Describe the second law of thermodynamics."",
 ""dimensions"": {
 ""cognitive"": [""cg_02"", ""cg_04""],
 ""knowledge"": [""kw_01"", ""kw_02""]
 }
 },
 {
 ""objective"": ""Solve problems involving the second law of thermodynamics."",
 ""dimensions"": {
 ""cognitive"": [""cg_02"", ""cg_03"", ""cg_04""],
 ""knowledge"": [""kw_01"", ""kw_03""]
 }
 }
 ]","[
 ""NCERT_PH_11_11_09"",
 ""NCERT_PH_11_11_11"" 
 ]",,
OS_PH_HS_12_04,OS_PH_HS_12,OS_PH_HS,"Applications of thermodynamics: Heat engines, Heat pumps and refrigerators","Heat Engines:
Heat engines convert thermal energy into mechanical work by operating between a high-temperature heat source and a low-temperature heat sink. Energy is absorbed as heat from the source, part of it is converted into work, and the rest is rejected to the sink. The efficiency of a heat engine depends on the temperature difference between the source and sink, with higher differences leading to greater efficiency. Real engines, however, are less efficient than ideal engines due to energy losses and irreversibilities.
 
Heat Pumps and Refrigerators:
Heat pumps and refrigerators transfer heat in the opposite direction of its natural flow, from colder regions to warmer ones. Heat pumps are used for heating spaces by extracting heat from the environment, while refrigerators cool spaces by removing heat. Both devices require external work, typically provided by electricity.
 
Efficiency and Coefficients of Performance:
For heat engines, efficiency is defined as the ratio of work output to heat input. In contrast, heat pumps and refrigerators are evaluated using the coefficient of performance (COP), which measures the amount of heat transferred per unit of work input. A higher COP indicates better performance.
These applications demonstrate the practical use of thermodynamic laws in engineering, focusing on maximizing energy efficiency and minimizing energy losses. They are essential in everyday technologies, including transportation, heating, and cooling systems.","[
 {
 ""objective"": ""Explain how heat engines, heat pumps, and refrigerators work in terms of the laws of thermodynamics."",
 ""dimensions"": {
 ""cognitive"": [""cg_02"", ""cg_04""],
 ""knowledge"": [""kw_01"", ""kw_02""]
 }
 },
 {
 ""objective"": ""Describe thermal efficiency."",
 ""dimensions"": {
 ""cognitive"": [""cg_02"", ""cg_04""],
 ""knowledge"": [""kw_01"", ""kw_02""]
 }
 },
 {
 ""objective"": ""Solve problems involving thermal efficiency."",
 ""dimensions"": {
 ""cognitive"": [""cg_02"", ""cg_03"", ""cg_04""],
 ""knowledge"": [""kw_01"", ""kw_03""]
 }
 }
 ]","[
 ""NCERT_PH_11_11_11"" 
 ]",,
OS_PH_HS_13_01,OS_PH_HS_13,OS_PH_HS,Types of Waves,"A wave is a disturbance that propagates from the point where it was created, transferring energy without transferring mass. Common examples include sound, light, and ocean waves. Mechanical waves, such as sound and water waves, require a medium (solid, liquid, or gas) to travel through. The speed of mechanical waves depends on the properties of the medium. Unlike mechanical waves, light is not a mechanical wave and can travel through a vacuum.
 
Key Features of Mechanical Waves
 
1. Pulse Waves and Periodic Waves:
 - A pulse wave is a sudden disturbance that generates one or a few waves, like a pebble dropped in water or thunder.
 - A periodic wave repeats its oscillations in cycles, such as those created in a wave pool. These waves are often linked to simple harmonic motion.

2. Categories of Mechanical Waves:
 - Transverse Waves: The disturbance is perpendicular to the direction of wave propagation. For example, a wave on a guitar string or a toy spring moved up and down.
 - Longitudinal Waves: The disturbance is parallel to the direction of wave propagation. Sound waves and certain earthquake waves are examples.
 
3. Combined Waves:
 - Some waves, like water waves or earthquake waves, combine transverse and longitudinal motions, resulting in more complex behavior.","[
 {
 ""objective"": ""Define mechanical waves and medium, and relate the two"",
 ""dimensions"": {
 ""cognitive"": [""cg_02""],
 ""knowledge"": [""kw_02""]
 }
 },
 {
 ""objective"": ""Distinguish a pulse wave from a periodic wave"",
 ""dimensions"": {
 ""cognitive"": [""cg_04""],
 ""knowledge"": [""kw_02""]
 }
 },
 {
 ""objective"": ""Distinguish a longitudinal wave from a transverse wave and give examples of such waves"",
 ""dimensions"": {
 ""cognitive"": [""cg_04""],
 ""knowledge"": [""kw_02""]
 }
 }
 ]","[
 ""NCERT_SC_11_14_01"",
 ""NCERT_SC_11_14_02""
 ]",,
OS_PH_HS_13_02,OS_PH_HS_13,OS_PH_HS,"Wave Properties: Speed, Amplitude, Frequency, and Period","Wave properties define the characteristics of wave motion and how energy is transmitted. 
 
The speed of a wave refers to how fast the disturbance moves through a medium. It is determined by the nature of the medium itself, such as its density or elasticity, and remains constant for a given material. 
 
The amplitude of a wave measures the maximum displacement from its equilibrium position. It indicates the wave's energy, with larger amplitudes representing higher energy levels.
 
Frequency describes how many complete wave cycles pass a specific point in one second. It is typically measured in hertz and relates to the wave's pitch or tone in the case of sound. The period of a wave, on the other hand, is the time it takes for one complete cycle to occur. It is inversely related to frequency; as frequency increases, the period decreases.
 
The wavelength represents the distance between two consecutive points on a wave that are in the same phase, such as crest to crest or trough to trough. Together, wavelength and frequency determine how waves propagate through space or a medium. These interconnected properties, including the wave's speed, amplitude, frequency, period, and wavelength, describe the behavior and energy of waves across various phenomena, from sound to light and water waves.","[
 {
 ""objective"": ""Define amplitude, frequency, period, wavelength, and velocity of a wave"",
 ""dimensions"": {
 ""cognitive"": [""cg_01""],
 ""knowledge"": [""kw_01""]
 }
 },
 {
 ""objective"": ""Relate wave frequency, period, wavelength, and velocity"",
 ""dimensions"": {
 ""cognitive"": [""cg_02""],
 ""knowledge"": [""kw_02""]
 }
 },
 {
 ""objective"": ""Solve problems involving wave properties"",
 ""dimensions"": {
 ""cognitive"": [""cg_03""],
 ""knowledge"": [""kw_03""]
 }
 }
 ]","[
 ""NCERT_SC_11_14_03"",
 ""NCERT_SC_11_14_04""
 ]",,
